[0 , 0 , 0]
[0 , 0.484974 , 0.2408]
[0 , 1.9399 , 0.8848]
[0 , 4.36477 , 1.8144]
[0 , 7.75959 , 2.912]
[0 , 12.1244 , 4.06]
[0 , 17.4591 , 5.1408]
[0 , 23.7637 , 6.0368]
[0 , 31.0384 , 6.6304]
[0 , 39.2829 , 6.804]
[0 , 48.4974 , 6.44]
[0 , 58.6819 , 5.4208]
[0 , 69.8363 , 3.6288]
[0 , 81.9607 , 0.946394]
[0 , 95.055 , -2.74401]
[0 , 109.119 , -7.56001]
[0 , 124.153 , -13.6192]
[0 , 140.158 , -21.0392]
[0 , 157.132 , -29.9376]
[0 , 175.076 , -40.432]
[0 , 193.99 , -52.64]
[0 , 213.874 , -66.6792]
[0 , 234.728 , -82.6672]
[0 , 256.551 , -100.722]
[0 , 279.345 , -120.96]
[0 , 303.109 , -143.5]
[0 , 327.842 , -168.459]
[0 , 353.546 , -195.955]
[0 , 380.22 , -226.106]
[0 , 407.863 , -259.028]
[0 , 436.477 , -294.84]
[0 , 466.06 , -333.659]
[0 , 496.613 , -375.603]
[0 , 528.137 , -420.789]
[0 , 560.63 , -469.336]
[0 , 594.093 , -521.36]
[0 , 628.526 , -576.979]
[0 , 663.929 , -636.311]
[0 , 700.302 , -699.473]
[0 , 737.645 , -766.584]
[0 , 775.958 , -837.76]
[0 , 815.241 , -913.119]
[0 , 855.494 , -992.779]
[0 , 896.717 , -1076.86]
[0 , 938.909 , -1165.47]
[0 , 982.072 , -1258.74]
[0 , 1026.2 , -1356.78]
[0 , 1071.31 , -1459.71]
[0 , 1117.38 , -1567.64]
[0 , 1164.42 , -1680.7]
[0 , 1212.43 , -1799]
0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
[0 , 0 , 0]
